qtid,semester_en,semester_kor,chapter_order,chapter_name,genre_order,genre_name,genre_subtitle,1,2,3,4,5,total_output_question,1,2,3,4,5,total_input_question
H1S2-01-08,H1S2,고등수학(하),1,집합의 뜻과 표현,8,부분집합 또는 부분집합의 개수 구하기,,0,1,0,0,0,1,0,0,0,0,0,0
H1S2-01-09,H1S2,고등수학(하),1,집합의 뜻과 표현,9,특정한 원소를 갖는(갖지 않는) 부분집합의 개수,,0,0,5,1,0,6,0,0,0,0,0,0
H1S2-01-10,H1S2,고등수학(하),1,집합의 뜻과 표현,10,A⊂X⊂B를 만족시키는 집합 X의 개수,,0,0,2,2,0,4,0,0,0,0,0,0
H1S2-02-01,H1S2,고등수학(하),2,집합의 연산,1,합집합과 교집합,,0,26,3,3,1,33,0,0,0,0,0,0
H1S2-02-02,H1S2,고등수학(하),2,집합의 연산,2,여집합과 차집합,,0,11,8,1,0,20,0,0,0,0,0,0
H1S2-02-03,H1S2,고등수학(하),2,집합의 연산,3,서로소인 집합,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-02-04,H1S2,고등수학(하),2,집합의 연산,4,벤다이어그램의 색칠한 부분이 나타내는 집합,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-02-05,H1S2,고등수학(하),2,집합의 연산,5,집합의 연산을 이용한 미지수 구하기,,0,0,0,0,1,1,0,0,0,0,0,0
H1S2-02-06,H1S2,고등수학(하),2,집합의 연산,6,집합의 연산의 성질과 연산법칙,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-02-07,H1S2,고등수학(하),2,집합의 연산,7,집합의 연산의 성질,포함 관계가 있는 두 집합,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-02-08,H1S2,고등수학(하),2,집합의 연산,8,조건을 만족시키는 부분집합의 개수,,0,0,3,0,0,3,0,0,0,0,0,0
H1S2-02-09,H1S2,고등수학(하),2,집합의 연산,9,드모르간의 법칙,,0,0,1,1,0,2,0,0,0,0,0,0
H1S2-02-10,H1S2,고등수학(하),2,집합의 연산,10,항상 같은 집합 구하기,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-02-11,H1S2,고등수학(하),2,집합의 연산,11,배수와 약수의 집합의 연산,,0,0,0,0,1,1,0,0,0,0,0,0
H1S2-02-12,H1S2,고등수학(하),2,집합의 연산,12,방정식 또는 부등식의 해의 집합의 연산,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-02-13,H1S2,고등수학(하),2,집합의 연산,13,새롭게 약속된 집합의 연산,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-02-14,H1S2,고등수학(하),2,집합의 연산,14,유한집합의 원소의 개수와 활용,,0,0,3,7,0,10,0,0,0,0,0,0
H1S2-02-15,H1S2,고등수학(하),2,집합의 연산,15,유한집합의 원소의 개수의 최댓값과 최솟값,,0,0,2,6,0,8,0,0,0,0,0,0
H1S2-03-01,H1S2,고등수학(하),3,명제,1,명제,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-02,H1S2,고등수학(하),3,명제,2,명제와 조건의 부정,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-03,H1S2,고등수학(하),3,명제,3,명제의 참과 거짓,,0,0,3,1,0,4,0,0,0,0,0,0
H1S2-03-04,H1S2,고등수학(하),3,명제,4,거짓인 명제의 반례,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-05,H1S2,고등수학(하),3,명제,5,진리집합,,0,0,2,0,0,2,0,0,0,0,0,0
H1S2-03-06,H1S2,고등수학(하),3,명제,6,"명제의 참, 거짓과 진리집합",,0,0,1,3,0,4,0,0,0,0,0,0
H1S2-03-07,H1S2,고등수학(하),3,명제,7,명제가 참이 되도록 하는 상수 구하기,,0,2,12,1,0,15,0,0,0,0,0,0
H1S2-03-08,H1S2,고등수학(하),3,명제,8,'모든'이나 '어떤'이 있는 명제,,0,0,0,2,0,2,0,0,0,0,0,0
H1S2-03-09,H1S2,고등수학(하),3,명제,9,"명제와 역, 대우의 참, 거짓",,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-03-10,H1S2,고등수학(하),3,명제,10,명제의 대우를 이용하여 미지수 구하기,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-11,H1S2,고등수학(하),3,명제,11,삼단논법,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-12,H1S2,고등수학(하),3,명제,12,삼단논법과 명제의 추론,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-13,H1S2,고등수학(하),3,명제,13,"충분조건, 필요조건, 필요충분조건",,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-14,H1S2,고등수학(하),3,명제,14,"충분조건, 필요조건과 명제의 참, 거짓",,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-15,H1S2,고등수학(하),3,명제,15,충분·필요·필요충분조건과 진리집합,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-16,H1S2,고등수학(하),3,명제,16,충분·필요·필요충분조건이 되도록 하는 미지수 구하기,,0,0,23,7,1,31,0,0,0,0,0,0
H1S2-03-17,H1S2,고등수학(하),3,명제,17,대우를 이용한 명제의 증명,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-18,H1S2,고등수학(하),3,명제,18,귀류법,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-19,H1S2,고등수학(하),3,명제,19,실수의 성질을 이용한 절대부등식의 증명,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-20,H1S2,고등수학(하),3,명제,20,절댓값 기호를 포함한 절대부등식,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-21,H1S2,고등수학(하),3,명제,21,산술평균과 기하평균의 관계 (1),곱의 최솟값 구하기,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-03-22,H1S2,고등수학(하),3,명제,22,산술평균과 기하평균의 관계 (2),합의 최솟값 구하기,0,0,7,0,0,7,0,0,0,0,0,0
H1S2-03-23,H1S2,고등수학(하),3,명제,23,산술평균과 기하평균의 관계 (3),합 또는 곱이 일정할 때,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-24,H1S2,고등수학(하),3,명제,24,산술평균과 기하평균의 관계 (4),복잡한 식의 최대와 최소,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-25,H1S2,고등수학(하),3,명제,25,산술평균과 기하평균의 관계 (5),도형에서의 활용,0,0,1,4,0,5,0,0,0,0,0,0
H1S2-03-26,H1S2,고등수학(하),3,명제,26,코시-슈바르츠의 부등식 (1),ax+by의 최대와 최소,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-27,H1S2,고등수학(하),3,명제,27,코시-슈바르츠의 부등식 (2),x²+y²의 최대와 최소,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-28,H1S2,고등수학(하),3,명제,28,코시-슈바르츠의 부등식 (3),ax+by+cz의 최대와 최소,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-03-29,H1S2,고등수학(하),3,명제,29,코시-슈바르츠의 부등식 (4),도형에서의 활용,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-04-01,H1S2,고등수학(하),4,함수,1,함수의 뜻,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-04-02,H1S2,고등수학(하),4,함수,2,함수의 값,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-04-03,H1S2,고등수학(하),4,함수,3,"함수의 정의역, 공역, 치역",,0,1,0,0,0,1,0,0,0,0,0,0
H1S2-04-04,H1S2,고등수학(하),4,함수,4,조건을 이용하여 함숫값 구하기,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-04-05,H1S2,고등수학(하),4,함수,5,서로 같은 함수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-04-06,H1S2,고등수학(하),4,함수,6,일대일대응 찾기,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-04-07,H1S2,고등수학(하),4,함수,7,일대일대응이 되도록 하는 미지수 구하기,,0,0,3,1,0,4,0,0,0,0,0,0
H1S2-04-08,H1S2,고등수학(하),4,함수,8,항등함수와 상수함수,,0,0,1,0,1,2,0,0,0,0,0,0
H1S2-04-09,H1S2,고등수학(하),4,함수,9,조건을 만족시키는 함수의 개수,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-04-10,H1S2,고등수학(하),4,함수,10,합성함수의 성질과 함숫값,,0,2,18,3,0,23,0,0,0,0,0,0
H1S2-04-11,H1S2,고등수학(하),4,함수,11,f∘g=g∘f인 경우,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-04-12,H1S2,고등수학(하),4,함수,12,f∘g에 대한 조건이 주어진 경우 ,,0,1,3,2,0,6,0,0,0,0,0,0
H1S2-04-13,H1S2,고등수학(하),4,함수,13,f∘g=h를 만족시키는 함수 f 또는 g 구하기,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-04-14,H1S2,고등수학(하),4,함수,14,fⁿ 꼴의 합성함수,,0,0,0,2,0,2,0,0,0,0,0,0
H1S2-04-15,H1S2,고등수학(하),4,함수,15,함수의 그래프와 합성함수,,0,0,0,1,2,3,0,0,0,0,0,0
H1S2-04-16,H1S2,고등수학(하),4,함수,16,역함수의 정의 ,,0,2,14,1,0,17,0,0,0,0,0,0
H1S2-04-17,H1S2,고등수학(하),4,함수,17,역함수가 존재하기 위한 조건,,0,0,0,2,0,2,0,0,0,0,0,0
H1S2-04-18,H1S2,고등수학(하),4,함수,18,역함수 구하기,,0,0,3,0,0,3,0,0,0,0,0,0
H1S2-04-19,H1S2,고등수학(하),4,함수,19,합성함수와 역함수,,0,0,7,2,1,10,0,0,0,0,0,0
H1S2-04-20,H1S2,고등수학(하),4,함수,20,역함수의 성질,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-04-21,H1S2,고등수학(하),4,함수,21,함수의 그래프와 역함수의 함숫값,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-04-22,H1S2,고등수학(하),4,함수,22,함수와 역함수의 교점,,0,0,2,1,0,3,0,0,0,0,0,0
H1S2-04-23,H1S2,고등수학(하),4,함수,23,절댓값 기호를 포함한 함수,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-04-24,H1S2,고등수학(하),4,함수,24,두 개 이상의 절댓값 기호를 포함한 함수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-01,H1S2,고등수학(하),5,유리함수,1,유리식의 사칙연산,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-02,H1S2,고등수학(하),5,유리함수,2,유리식과 항등식,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-03,H1S2,고등수학(하),5,유리함수,3,(분자의 차수)≥(분모의 차수)인 유리식,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-04,H1S2,고등수학(하),5,유리함수,4,부분분수로의 변형,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-05,H1S2,고등수학(하),5,유리함수,5,번분수식,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-06,H1S2,고등수학(하),5,유리함수,6,분수를 번분수로 나타내기,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-07,H1S2,고등수학(하),5,유리함수,7,유리식의 값 (1),xⁿ±1/xⁿ의 값,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-08,H1S2,고등수학(하),5,유리함수,8,유리식의 값 (2),a+b+c=0 일 때,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-09,H1S2,고등수학(하),5,유리함수,9,유리식의 값 (3),방정식이 주어질 때,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-10,H1S2,고등수학(하),5,유리함수,10,유리식의 값 (4),비례식이 주어질 때,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-11,H1S2,고등수학(하),5,유리함수,11,비례식을 만족시키는 상수 구하기,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-12,H1S2,고등수학(하),5,유리함수,12,유리식의 활용,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-05-13,H1S2,고등수학(하),5,유리함수,13,유리함수의 정의역과 치역,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-14,H1S2,고등수학(하),5,유리함수,14,유리함수의 그래프와 평행이동,,0,0,3,0,0,3,0,0,0,0,0,0
H1S2-05-15,H1S2,고등수학(하),5,유리함수,15,유리함수의 그래프의 점근선,,0,0,11,4,0,15,0,0,0,0,0,0
H1S2-05-16,H1S2,고등수학(하),5,유리함수,16,유리함수의 그래프의 대칭성,,0,0,5,0,0,5,0,0,0,0,0,0
H1S2-05-17,H1S2,고등수학(하),5,유리함수,17,유리함수의 그래프가 지나는 사분면,,0,0,2,1,0,3,0,0,0,0,0,0
H1S2-05-18,H1S2,고등수학(하),5,유리함수,18,그래프를 이용하여 유리함수의 식 구하기,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-19,H1S2,고등수학(하),5,유리함수,19,유리함수의 최대·최소,,0,0,2,0,1,3,0,0,0,0,0,0
H1S2-05-20,H1S2,고등수학(하),5,유리함수,20,유리함수의 그래프의 성질,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-05-21,H1S2,고등수학(하),5,유리함수,21,유리함수의 그래프와 직선의 위치 관계,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-05-22,H1S2,고등수학(하),5,유리함수,22,유리함수 그래프의 활용,,0,0,2,6,2,10,0,0,0,0,0,0
H1S2-05-23,H1S2,고등수학(하),5,유리함수,23,유리함수의 합성,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-05-24,H1S2,고등수학(하),5,유리함수,24,유리함수의 역함수,,0,0,2,1,0,3,0,0,0,0,0,0
H1S2-05-25,H1S2,고등수학(하),5,유리함수,25,유리함수의 합성함수와 역함수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-01,H1S2,고등수학(하),6,무리함수,1,무리식의 값이 실수가 되기 위한 조건,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-02,H1S2,고등수학(하),6,무리함수,2,제곱근의 성질,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-03,H1S2,고등수학(하),6,무리함수,3,분모의 유리화,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-06-04,H1S2,고등수학(하),6,무리함수,4,무리식의 값 구하기 (1),x= a±√b 꼴,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-05,H1S2,고등수학(하),6,무리함수,5,무리식의 값 구하기 (2),"x= √a+√b, y=√a-√b 꼴",0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-06,H1S2,고등수학(하),6,무리함수,6,무리함수의 정의역과 치역,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-07,H1S2,고등수학(하),6,무리함수,7,무리함수의 그래프의 평행이동과 대칭이동,,0,1,14,5,0,20,0,0,0,0,0,0
H1S2-06-08,H1S2,고등수학(하),6,무리함수,8,무리함수의 그래프가 지나는 사분면,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-09,H1S2,고등수학(하),6,무리함수,9,그래프를 이용한 무리함수의 식 또는 부호 구하기,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-06-10,H1S2,고등수학(하),6,무리함수,10,무리함수의 그래프의 성질,,0,0,3,2,1,6,0,0,0,0,0,0
H1S2-06-11,H1S2,고등수학(하),6,무리함수,11,무리함수의 최대와 최소,,0,0,4,0,0,4,0,0,0,0,0,0
H1S2-06-12,H1S2,고등수학(하),6,무리함수,12,무리함수의 그래프와 직선의 위치 관계,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-06-13,H1S2,고등수학(하),6,무리함수,13,무리함수의 역함수와 그 성질,,0,1,1,1,0,3,0,0,0,0,0,0
H1S2-06-14,H1S2,고등수학(하),6,무리함수,14,무리함수의 합성함수와 역함수,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-06-15,H1S2,고등수학(하),6,무리함수,15,유리함수와 무리함수의 그래프,,0,0,1,3,1,5,0,0,0,0,0,0
H1S2-07-01,H1S2,고등수학(하),7,순열과 조합,1,합의 법칙,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-07-02,H1S2,고등수학(하),7,순열과 조합,2,곱의 법칙,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-07-03,H1S2,고등수학(하),7,순열과 조합,3,방정식 혹은 부등식을 만족시키는 순서쌍의 개수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-04,H1S2,고등수학(하),7,순열과 조합,4,약수의 개수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-05,H1S2,고등수학(하),7,순열과 조합,5,수형도를 이용하는 경우의 수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-06,H1S2,고등수학(하),7,순열과 조합,6,지불 방법의 수와 지불 금액의 수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-07,H1S2,고등수학(하),7,순열과 조합,7,도로망에서의 방법의 수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-08,H1S2,고등수학(하),7,순열과 조합,8,색칠하는 방법의 수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-09,H1S2,고등수학(하),7,순열과 조합,9,대표를 뽑는 순열의 수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-10,H1S2,고등수학(하),7,순열과 조합,10,이웃하거나 이웃하지 않는 순열의 수,,0,1,0,0,1,2,0,0,0,0,0,0
H1S2-07-11,H1S2,고등수학(하),7,순열과 조합,11,자리에 대한 조건이 있는 순열의 수,,0,0,0,0,1,1,0,0,0,0,0,0
H1S2-07-12,H1S2,고등수학(하),7,순열과 조합,12,'적어도'의 조건이 있는 순열의 수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-13,H1S2,고등수학(하),7,순열과 조합,13,조건을 만족하는 자연수의 개수,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-07-14,H1S2,고등수학(하),7,순열과 조합,14,사전식으로 배열하는 방법의 수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-15,H1S2,고등수학(하),7,순열과 조합,15,순열기호 P와 조합기호 C의 계산,,0,25,1,0,0,26,0,0,0,0,0,0
H1S2-07-16,H1S2,고등수학(하),7,순열과 조합,16,순열기호 P와 조합기호 C를 이용한 증명,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-17,H1S2,고등수학(하),7,순열과 조합,17,조합의 수,,0,0,3,6,0,9,0,0,0,0,0,0
H1S2-07-18,H1S2,고등수학(하),7,순열과 조합,18,특정한 것을 포함하거나 포함하지 않는 조합의 수,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-07-19,H1S2,고등수학(하),7,순열과 조합,19,'적어도'의 조건이 있는 조합의 수,,0,0,0,1,0,1,0,0,0,0,0,0
H1S2-07-20,H1S2,고등수학(하),7,순열과 조합,20,뽑아서 나열하는 방법의 수,,0,0,1,0,0,1,0,0,0,0,0,0
H1S2-07-21,H1S2,고등수학(하),7,순열과 조합,21,함수의 개수,,0,0,1,4,0,5,0,0,0,0,0,0
H1S2-07-22,H1S2,고등수학(하),7,순열과 조합,22,직선 또는 대각선의 개수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-23,H1S2,고등수학(하),7,순열과 조합,23,주어진 점으로 만들수 있는 다각형의 개수,,0,0,0,0,1,1,0,0,0,0,0,0
H1S2-07-24,H1S2,고등수학(하),7,순열과 조합,24,주어진 선분으로 만들수 있는 다각형의 개수,,0,0,0,0,0,0,0,0,0,0,0,0
H1S2-07-25,H1S2,고등수학(하),7,순열과 조합,25,분할하는 방법의 수,,0,1,18,3,0,22,0,0,0,0,0,0
H1S2-07-26,H1S2,고등수학(하),7,순열과 조합,26,분할한 후 분배하는 방법의 수,,0,0,2,2,0,4,0,0,0,0,0,0
H1S2-07-27,H1S2,고등수학(하),7,순열과 조합,27,대진표 작성하기,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-01,HCAL,미적분,1,수열의 극한,1,수열의 수렴과 발산,,0,1,0,0,0,1,0,0,0,0,0,0
HCAL-01-02,HCAL,미적분,1,수열의 극한,2,수열의 극한에 대한 기본 성질,,0,1,5,0,0,6,0,0,0,0,0,0
HCAL-01-03,HCAL,미적분,1,수열의 극한,3,lim(n→∞) a_n = lim(n→∞) a_(n+1) = α의 이용,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-04,HCAL,미적분,1,수열의 극한,4,∞/∞ 꼴의 극한 (1),,0,18,0,4,1,23,0,0,0,0,0,0
HCAL-01-05,HCAL,미적분,1,수열의 극한,5,∞/∞ 꼴의 극한 (2),합 또는 곱,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-06,HCAL,미적분,1,수열의 극한,6,∞/∞ 꼴의 극한 (3),로그를 포함한 식,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-07,HCAL,미적분,1,수열의 극한,7,∞/∞ 꼴의 극한 (4),미정계수의 결정,0,0,1,0,0,1,0,0,0,0,0,0
HCAL-01-08,HCAL,미적분,1,수열의 극한,8,∞-∞ 꼴의 극한 (1),,0,1,2,2,0,5,0,0,0,0,0,0
HCAL-01-09,HCAL,미적분,1,수열의 극한,9,∞-∞ 꼴의 극한 (2),분수 꼴,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-10,HCAL,미적분,1,수열의 극한,10,∞-∞ 꼴의 극한 (3),미정계수의 결정,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-11,HCAL,미적분,1,수열의 극한,11,일반항 a_n을 포함한 식의 극한값,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-12,HCAL,미적분,1,수열의 극한,12,수열의 극한의 대소 관계,,0,0,4,0,0,4,0,0,0,0,0,0
HCAL-01-13,HCAL,미적분,1,수열의 극한,13,"수열의 극한에 대한 참, 거짓 판별",,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-01-14,HCAL,미적분,1,수열의 극한,14,등비수열의 극한,,0,6,5,3,0,14,0,0,0,0,0,0
HCAL-01-15,HCAL,미적분,1,수열의 극한,15,등비수열의 수렴 조건,,0,0,0,1,0,1,0,0,0,0,0,0
HCAL-01-16,HCAL,미적분,1,수열의 극한,16,rⁿ을 포함한 수열의 극한,,0,1,0,0,0,1,0,0,0,0,0,0
HCAL-01-17,HCAL,미적분,1,수열의 극한,17,xⁿ을 포함한 극한으로 정의된 함수,,0,0,1,6,2,9,0,0,0,0,0,0
HCAL-01-18,HCAL,미적분,1,수열의 극한,18,수열의 극한의 활용,,0,0,0,11,1,12,0,0,0,0,0,0
HCAL-01-19,HCAL,미적분,1,수열의 극한,19,귀납적으로 정의된 수열의 극한,,0,0,0,0,1,1,0,0,0,0,0,0
HCAL-02-01,HCAL,미적분,2,급수,1,부분분수를 이용하는 급수,,0,1,3,0,1,5,0,0,0,0,0,0
HCAL-02-02,HCAL,미적분,2,급수,2,로그를 포함한 급수,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-03,HCAL,미적분,2,급수,3,항의 부호가 교대로 바뀌는 급수,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-04,HCAL,미적분,2,급수,4,급수와 수열의 극한값 사이의 관계,,0,0,17,3,0,20,0,0,0,0,0,0
HCAL-02-05,HCAL,미적분,2,급수,5,급수의 수렴과 발산,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-06,HCAL,미적분,2,급수,6,급수의 성질,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-07,HCAL,미적분,2,급수,7,"급수의 성질에 대한 참, 거짓 판별",,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-08,HCAL,미적분,2,급수,8,급수의 활용,,0,0,0,0,1,1,0,0,0,0,0,0
HCAL-02-09,HCAL,미적분,2,급수,9,등비급수의 합,,0,0,0,4,0,4,0,0,0,0,0,0
HCAL-02-10,HCAL,미적분,2,급수,10,합이 주어진 등비급수,,0,0,1,0,0,1,0,0,0,0,0,0
HCAL-02-11,HCAL,미적분,2,급수,11,등비급수의 수렴 조건,,0,0,3,0,0,3,0,0,0,0,0,0
HCAL-02-12,HCAL,미적분,2,급수,12,S_n과 a_n 사이의 관계를 이용하는 급수,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-13,HCAL,미적분,2,급수,13,등비급수의 도형에의 활용 (1),좌표,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-14,HCAL,미적분,2,급수,14,등비급수의 도형에의 활용 (2),선분의 길이,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-15,HCAL,미적분,2,급수,15,등비급수의 도형에의 활용 (3),둘레의 길이,0,0,0,1,0,1,0,0,0,0,0,0
HCAL-02-16,HCAL,미적분,2,급수,16,등비급수의 도형에의 활용 (4),넓이,0,0,0,34,2,36,0,0,0,0,0,0
HCAL-02-17,HCAL,미적분,2,급수,17,등비급수의 실생활에의 활용,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-02-18,HCAL,미적분,2,급수,18,순환소수와 등비급수,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-03-01,HCAL,미적분,3,지수함수와 로그함수의 미분,1,지수함수의 극한,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-03-02,HCAL,미적분,3,지수함수와 로그함수의 미분,2,로그함수의 극한,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-03-03,HCAL,미적분,3,지수함수와 로그함수의 미분,3,무리수 e,,0,1,0,0,0,1,0,0,0,0,0,0
HCAL-03-04,HCAL,미적분,3,지수함수와 로그함수의 미분,4,지수함수와 로그함수의 극한 (1),밑이 e인 경우,0,16,3,1,0,20,0,0,0,0,0,0
HCAL-03-05,HCAL,미적분,3,지수함수와 로그함수의 미분,5,지수함수와 로그함수의 극한 (2),밑이 e가 아닌 경우,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-03-06,HCAL,미적분,3,지수함수와 로그함수의 미분,6,지수함수와 로그함수의 극한에서 미정계수의 결정,,0,0,0,0,0,0,0,0,0,0,0,0
HCAL-03-07,HCAL,미적분,3,지수함수와 로그함수의 미분,7,지수함수와 로그함수의 극한의 활용,,0,0,1,3,0,4,0,0,0,0,0,0
HCAL-03-08,HCAL,미적분,3,지수함수와 로그함수의 미분,8,지수함수와 로그함수의 연속과 미정계수,,0,0,1,0,0,1,0,0,0,0,0,0
HCAL-03-09,HCAL,미적분,3,지수함수와 로그함수의 미분,9,지수함수의 도함수,,0,2,2,0,0,4,0,0,0,0,0,0
HCAL-03-10,HCAL,미적분,3,지수함수와 로그함수의 미분,10,로그함수의 도함수,,0,1,2,0,0,3,0,0,0,0,0,0
HCAL-03-11,HCAL,미적분,3,지수함수와 로그함수의 미분,11,지수함수와 로그함수의 미분가능성,,0,0,2,1,0,3,0,0,0,0,0,0
HCAL-04-01,HCAL,미적분,4,삼각함수의 미분,1,삼각함수,,0,2,0,0,0,2,0,0,0,0,0,0
HCAL-04-02,HCAL,미적분,4,삼각함수의 미분,2,삼각함수 사이의 관계,,0,2,2,0,0,4,0,0,0,0,0,0
HCAL-04-03,HCAL,미적분,4,삼각함수의 미분,3,삼각함수의 덧셈정리,,0,1,5,3,0,9,0,0,0,0,0,0
